Course Subject,Course Number,Course Name,Course Description,See Also
BCEE,231,Structured Programming and Applications for Building and Civil Engineers (3 credits),"Prerequisite: MATH 204; ENGR 242 previously or concurrently. Elements of procedural programming: variables, primitive data types, scope, operators and expressions, control structures, functions, derived data types and basic data structures. Program structure and development: specifications, analysis of requirements, flow charting, incremental development, testing, validation and program documenting. Application of procedural programming, graphics and numerical tool box to mathematics and building, civil and environmental engineering. Lectures: three hours per week. Tutorial: two hours per week.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
BCEE,342,Structural Analysis I (3 credits),"Prerequisite: ENGR 244. Analysis of statically determinate structures: deflections, strain energy concepts, virtual work principles. Mueller Breslau principle, influence lines. Approximate methods for statically indeterminate structures. Collapse load analysis. Cables and Arches. Computer applications. Lectures: three hours per week. Tutorial: two hours per week.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
BCEE,343,Structural Analysis II (3 credits),"Prerequisite: BCEE 342. Analysis of statically indeterminate structures: the methods of consist­ent deformations, slope deflection, and moment distribution. Application of virtual work principles. Introduction to matrix methods. Computer applications. Lectures: three hours per week. Tutorial: two hours per week.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
BCEE,344,Structural Design of Steel and Wood Elements (3 credits),"Prerequisite: BCEE 342. This course covers the following topics: basis for limit states design, code requirements, structural steel design: tension and compression members, beams and beam-columns, connections, design of timber members. Lectures: three hours per week. Tutorial: two hours per week.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
BCEE,345,Structural Design of Reinforced Concrete Elements (3 credits),"Prerequisite: BCEE 342. This course covers the behaviour of reinforced concrete elements in flexure, compression, shear and bond. Other topics covered in the course are limit states design of reinforced concrete beams, one-way slabs, columns, and footings; serviceability limits states; introduction to prestressed concrete and masonry structures. Lectures: three hours per week. Tutorial: two hours per week.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
BCEE,371,Surveying (3 credits),"Prerequisite: BLDG 212 or CIVI 212. Elementary operations employed in engineering surveying; use, care, and adjustment of instruments; linear and angular measurements; traversing; earthwork calculations; theory of errors; horizontal and vertical curves and curve layout; slope stakes and grades, application of surveying methods to city, topographic surveying, and introduction to advanced surveying techniques; use of digital computers in surveying calculations. Summer school taken before entering second year of study in the BEng program. Lectures and fieldwork: eight hours per day; six days per week for three weeks.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
BCEE,451,Construction Engineering (3 credits),"Prerequisite: BLDG 341 or CIVI 341. The nature of construction and the environment in which the industry works; organizational structures for project delivery; construction contracts and documents; introduction to construction pro­cesses: excavation and site works, foundation layout, concrete form design, concrete, steel, timber, and masonry construction; project plan­ning, scheduling, and control; construction safety. Lectures: three hours per week.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
BCEE,452,Fundamentals of Finite Element Analysis of Structures (3 credits),"Prerequisite: ENGR 213, 233; BCEE 231, 343. Matrix formulation of the force and of the displacement methods of analysis. Direct stiffness approach; finite element methods for structural analysis. Truss, beam, plane strain, plane stress, shell and solid elements. Computer applications. Lectures: three hours per week.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
BCEE,455,Introduction to Structural Dynamics (3 credits),"Prerequisite: ENGR 243, 391; BCEE 342. Theory of vibration. Dynamic response of simple structural systems. Effects of blast, wind, traffic, and machinery vibrations. Basic concepts in earthquake resistant design. Computer applications. Lectures: three hours per week.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
BCEE,464,Project Cost Estimating (3 credits),Prerequisite: ENGR 301. Techniques and procedures used for estimating cost of construction projects. Cost estimation process; elements of project cost; conceptual and detailed cost estimation methods; risk assessment and range estimating; case studies; computer-aided estimating.,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
BCEE,465,Construction Planning and Control (3 credits),"Prerequisite: BCEE 478 or equivalent. This course covers the following topics: methods of delivering construction, contractual relationships and organizational structures, phases of project development, estimating resource requirements, costs and durations, bidding strategies, network analysis using CPM and PERT, time-cost trade-off, resource allocation, cash flow analysis, earned-value concept for integrated time and cost control, quality control, and value engineering. Lectures: three hours per week.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
